ARTWORK CITY,ARWORK ADDRESS,ZIP CODE,ARTWORK LATITUDE,ID NUMBER,ARTIST,TITLE,DATE,MATERIALS,MEASUREMENTS,CREDIT LINE,ARTWORK SITE,SPECIFIC LOCATION,Location 1
Pasco,"1215 W. Lewis St., ",99301,46.25750092683329,WSAC2008.022.001,"Mandel, Mike",Seeing Blue,2010,Porcelain and glass mosaic tile,13 ft x 73 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Pasco School District,Chiawana High School,hallway opposite the library,"(46.25750092683329, -119.19893545767212)"
Pasco,"1215 W. Lewis St., ",99301,46.25750092683329,WSAC2008.022.004,"Mandel, Mike",Seeing Blue,2010,Porcelain and glass mosaic tile,13 ft x 73 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Pasco School District,Chiawana High School,hallway opposite the library,"(46.25750092683329, -119.19893545767212)"
Pasco,"1215 W. Lewis St., ",99301,46.25750092683329,WSAC2008.022.002,"Mandel, Mike",Seeing Blue,2010,Porcelain and glass mosaic tile,13 ft x 73 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Pasco School District,Chiawana High School,hallway opposite the library,"(46.25750092683329, -119.19893545767212)"
Pasco,"1215 W. Lewis St., ",98126,46.25750092683329,WSAC2008.022.003,"Mandel, Mike",Seeing Blue,2010,Porcelain and glass mosaic tile,13 ft x 73 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Pasco School District,Chiawana High School,hallway opposite the library,"(46.25750092683329, -119.19893545767212)"
Pasco,"2600 N 20th Ave, ",98837,46.249932,WSAC2003.081.000,"Swanson, Brian",Retreat,2004,"Wood, sandstone, basalt, steel, and plants","24 ft x 90 ft (approximate, each area)",This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Columbia Basin College,Columbia Basin College,Landscape area at entrance of Building A,"(46.249932, -119.119187)"
Pasco,"2600 N 20th Ave, ",99301-3379,46.252556,WSAC2006.006.00A-B,"Mahaffey, Rae",Erratics,2008,Oil on wood panels,6 ft x 52 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Columbia Basin College,Columbia Basin College,"Diversity Commons of the ""T"" Building","(46.252556, -119.119464)"
Pasco,"2600 N 20th Ave, ",99301-3379,46.254432,WSAC2010.026.000,"Paquette, Virginia",Velocity,2012,Steel and aluminum,22 ft x 12 ft x 4 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Columbia Basin College,Columbia Basin College,Center for Career & Tech Education - main entrance,"(46.254432, -119.122894)"
Port Angeles,"1502 E Lauridsen Blvd, ",98362-6698,48.10008887171485,WSAC2006.020.00A-E,Peter Richards and Sue Richards,Commons,2010,Cast aluminum and basalt,dimensions variable,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Peninsula College,Peninsula College,Student commons and Science courtyard,"(48.10008887171485, -123.41309056295165)"
Port Angeles,"1502 E Lauridsen Blvd, ",98362-6698,48.100425,WSAC2013.049.000,"Schwartzkopf, Deborah",Pitcher,2013,Glazed porcelain,17 in x 6 in x 7 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Peninsula College,Peninsula College,"Maier Hall, 1st floor, lobby","(48.100425, -123.411272)"
Port Angeles,"1502 E Lauridsen Blvd, ",98362-6698,48.100425,WSAC2013.051.000,"Hagman, Kristina",36 Views of Mount Rainier: Dawn,2007,Woodblock print on paper,15 in x 17 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Peninsula College,Peninsula College,"Maier Hall, 1st floor, west wing","(48.100425, -123.411272)"
Port Angeles,"1502 E Lauridsen Blvd, ",98362-6698,48.100425,WSAC2013.047.000,"Elliott, Richard C.",Vibrational Field #28,2008,Archival inkjet print on rag paper,22 in x 17 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Peninsula College,Peninsula College,"Maier Hall, 2nd floor, west end","(48.100425, -123.411272)"
Port Angeles,"1502 E Lauridsen Blvd, ",98362-6698,48.100425,WSAC2013.053.000,"Hagman, Kristina",36 Views of Mount Rainier: Outside Naches,2009,Woodblock print on paper,15 in x 17 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Peninsula College,Peninsula College,"Maier Hall, 1st floor, west wing","(48.100425, -123.411272)"
Port Angeles,"1502 E Lauridsen Blvd, ",98362-6698,48.100425,WSAC2013.052.000,"Hagman, Kristina",36 Views of Mount Rainier: View from Orcas,2009,Woodblock print on paper,15 in x 17 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Peninsula College,Peninsula College,"Maier Hall, 1st floor, west wing","(48.100425, -123.411272)"
Port Angeles,"1502 E Lauridsen Blvd, ",98362-6698,48.100425,WSAC2013.048.000,"Elliott, Richard C.",Vibrational Field #38,2008,Archival inkjet print on rag paper,22 in x 17 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Peninsula College,Peninsula College,"Maier Hall, 2nd floor, west end","(48.100425, -123.411272)"
Port Angeles,"1502 E Lauridsen Blvd, ",98362-6698,48.100425,WSAC2013.042.000,"Anderson, Leif",Scenic Route,2011,Archival inkjet print on Harman by Hahnemuhle Cotton Smooth paper,56 1/2 in x 44 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Peninsula College,Peninsula College,"Maier Hall, 3rd floor, lobby","(48.100425, -123.411272)"
Port Angeles,"1502 E Lauridsen Blvd, ",98362-6698,48.100425,WSAC2013.025.000,"Avienne, Nola",memory gain,2010,Iron filings embedded in paper,62 in x 12 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Peninsula College,Peninsula College,"Maier Hall, 2nd floor, east wing","(48.100425, -123.411272)"
Port Angeles,"1502 E Lauridsen Blvd, ",98362-6698,48.100425,WSAC2013.024.000,"Avienne, Nola",memory loss,2010,Iron filings embedded in paper,65.5 in x 12 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Peninsula College,Peninsula College,"Maier Hall, 2nd floor, east wing","(48.100425, -123.411272)"
Port Angeles,"1502 E Lauridsen Blvd, ",98362-6698,48.100425,WSAC2013.050.000,"Bivins, Nicholas","Coffee (2), Red Tray",2013,Slip cast and glazed porcelain,12 in x 15 in x 10 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Peninsula College,Peninsula College,"Maier Hall, 1st floor, lobby","(48.100425, -123.411272)"
Port Angeles,"1502 E Lauridsen Blvd, ",98362-6698,48.100425,WSAC2013.033.000,"Buening, Christopher",Stuart,2008,"Acrylic, glitter, glue, and correction fluid on cut paper",47 1/2 in x 34 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Peninsula College,Peninsula College,"Maier Hall, 3rd floor, east wing","(48.100425, -123.411272)"
Port Angeles,"1502 E Lauridsen Blvd, ",98362-6698,48.100425,WSAC2013.039.000,"Camlin, Cynthia",Melted 10,2008,Watercolor and ink on Arches cold press watercolor paper,60 in x 52 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Peninsula College,Peninsula College,"Maier Hall, 2nd floor, east wing","(48.100425, -123.411272)"
Port Angeles,"1502 E Lauridsen Blvd, ",98362-6698,48.100425,WSAC2013.022.000,"DiPietro, Nathan",Lakeside,2009,Egg tempera on panel,35 in (diameter),This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Peninsula College,Peninsula College,"Maier Hall, north stairwell","(48.100425, -123.411272)"
Port Angeles,"1502 E Lauridsen Blvd, ",98362-6698,48.100425,WSAC2013.040.000,"Gilbreath, Ford","Flatscan, Schmitz Park, Seattle, January 4, 2004",2004,Archival inkjet print,16 in x 20 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Peninsula College,Peninsula College,"Maier Hall, 1st floor, elevator","(48.100425, -123.411272)"
Port Angeles,"1502 E Lauridsen Blvd, ",98362-6698,48.100425,WSAC2013.041.000,"Gilbreath, Ford","Flatscan, Schmitz Park, Seattle, November 8, 2003",2003,Archival inkjet print,16 in x 20 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Peninsula College,Peninsula College,"Maier Hall, 1st floor, elevator","(48.100425, -123.411272)"
Port Angeles,"1502 E Lauridsen Blvd, ",98362-6698,48.100425,WSAC2013.020.000,"Bent, Gala",Topiary Arch,2013,"Gouache, watercolor, and graphite on paper",22 in x 30 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Peninsula College,Peninsula College,"Maier Hall, 1st floor, west, computer","(48.100425, -123.411272)"
Port Angeles,"1502 E Lauridsen Blvd, ",98362-6698,48.100425,WSAC2013.043.000,"Griffith, Cable",Return to the Source,2013,Acrylic on canvas,36 in x 48 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Peninsula College,Peninsula College,"Maier Hall, 2nd floor, east wing","(48.100425, -123.411272)"
Port Angeles,"1502 E Lauridsen Blvd, ",98362-6698,48.100425,WSAC2013.036.000,"Haack, Julia",January #1,2010,Repurposed wood and latex paint,59 in x 43 in x 1 1/2 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Peninsula College,Peninsula College,"Maier Hall, 3rd floor, red wall","(48.100425, -123.411272)"
Port Angeles,"1502 E Lauridsen Blvd, ",98362-6698,48.100425,WSAC2013.015.000,"Hackenberg, Karen",Talking Rain,2009,Gouache on paper,10 in x 11 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Peninsula College,Peninsula College,"Maier Hall, 3rd floor, lobby","(48.100425, -123.411272)"
Port Angeles,"1502 E Lauridsen Blvd, ",98362-6698,48.100425,WSAC2013.019.000,"Hackenberg, Karen",Jellofish,2012,Gouache on paper,10 in x 11 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Peninsula College,Peninsula College,"Maier Hall, 3rd floor, lobby","(48.100425, -123.411272)"
Port Angeles,"1502 E Lauridsen Blvd, ",98362-6698,48.100425,WSAC2013.016.000,"Hackenberg, Karen",Sea Monster,2010,Gouache on paper,11 in x 10 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Peninsula College,Peninsula College,"Maier Hall, 3rd floor, lobby","(48.100425, -123.411272)"
Port Angeles,"1502 E Lauridsen Blvd, ",98362-6698,48.100425,WSAC2013.018.000,"Hackenberg, Karen",Root Beer Float,2012,Gouache on paper,10 in x 11 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Peninsula College,Peninsula College,"Maier Hall, 3rd floor, lobby","(48.100425, -123.411272)"
Port Angeles,"1502 E Lauridsen Blvd, ",98362-6698,48.100425,WSAC2013.017.000,"Hackenberg, Karen",Olympic Organic,2009,Gouache on paper,10 in x 11 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Peninsula College,Peninsula College,"Maier Hall, 3rd floor, lobby","(48.100425, -123.411272)"
Port Angeles,"1502 E Lauridsen Blvd, ",98362-6698,48.100425,WSAC2013.021.000,"Iverson, Mary",Containers,2005,Oil and graphite on canvas,72 in x 78 in x 1 1/2 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Peninsula College,Peninsula College,"Maier Hall, 1st floor, lobby","(48.100425, -123.411272)"
Port Angeles,"1502 E Lauridsen Blvd, ",98362-6698,48.100425,WSAC2013.031.000,"Knowles, Amanda",Plan/Schema VIII,2007,Mixed media on paper,11 in x 15 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Peninsula College,Peninsula College,"Maier Hall, 2nd floor, west wing","(48.100425, -123.411272)"
Port Angeles,"1502 E Lauridsen Blvd, ",98362-6698,48.100425,WSAC2013.029.000,"Knowles, Amanda",Fractional IV,2007,Mixed media on paper,11 in x 14 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Peninsula College,Peninsula College,"Maier Hall, 2nd floor, west wing","(48.100425, -123.411272)"
Port Angeles,"1502 E Lauridsen Blvd, ",98362-6698,48.100425,WSAC2013.030.000,"Knowles, Amanda",Overlay VI,2007,Mixed media on paper,16 1/2 in x 18 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Peninsula College,Peninsula College,"Maier Hall, 2nd floor, west wing","(48.100425, -123.411272)"
Port Angeles,"1502 E Lauridsen Blvd, ",98362-6698,48.100425,WSAC2013.032.000,"LaBar, Ryan",A New Perspective in the Hunt for Clues,2011,Glazed porcelain and stoneware,25 in x 29 in x 17 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Peninsula College,Peninsula College,"Maier Hall, 1st floor, lobby","(48.100425, -123.411272)"
Port Angeles,"1502 E Lauridsen Blvd, ",98362-6698,48.100425,WSAC2013.023.000,"Mangan, Jeremy","Occasionally One or Two Get Out, But They Never Go Far",2012,Oil and acrylic on canvas,24 in x 45 in x 1.5 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Peninsula College,Peninsula College,"Maier Hall, 2nd floor, lobby","(48.100425, -123.411272)"
Port Angeles,"1502 E Lauridsen Blvd, ",98362-6698,48.100425,WSAC2013.035.000,"Marcavage, Janet",Untitled,2011,Lithograph on rag paper,10 in x 16 1/2 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Peninsula College,Peninsula College,"Maier Hall, 1st floor, west end","(48.100425, -123.411272)"
Port Angeles,"1502 E Lauridsen Blvd, ",98362-6698,48.100425,WSAC2013.034.000,"Marcavage, Janet",Warp and Weft IV,2012,Screenprint on rag paper,22 1/4 in x 11 1/2 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Peninsula College,Peninsula College,"Maier Hall, 1st floor, west end","(48.100425, -123.411272)"
Port Angeles,"1502 E Lauridsen Blvd, ",98498-9988,48.100425,WSAC2013.014.000,"Youngren, Dane",Mine Shaft #10,2013,Stoneware,25 1/4 in x 9 1/4 in x 10 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Peninsula College,Peninsula College,"Maier Hall, 1st floor, lobby","(48.100425, -123.411272)"
Port Angeles,"1502 E Lauridsen Blvd, ",98362-6698,48.101029,WSAC2013.044.000,"de Lory, Peter","Forest Floor, Klahowya, Olympic National Park",2003,Archival carbon pigment print,20 in x 40 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Peninsula College,Peninsula College,"Boardroom, Bldg A","(48.101029, -123.413374)"
Port Angeles,"1502 E Lauridsen Blvd, ",98362-6698,48.101029,WSAC2013.046.000,"de Lory, Peter","Big Ferns and Moss, Graves Creek, Olympic National Park",2003,Archival carbon pigment print,20 in x 40 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Peninsula College,Peninsula College,"Boardroom, Bldg A","(48.101029, -123.413374)"
Port Angeles,"1502 E Lauridsen Blvd, ",98362-6698,48.101029,WSAC2013.045.000,"de Lory, Peter","Queets Sitka Spruce, (Picea Sitchensis), Olympic National Park. Circumference 43.3 ft., Height 245 ft.",1999,Archival carbon pigment print,20 in x 40 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Peninsula College,Peninsula College,"Boardroom, Bldg A","(48.101029, -123.413374)"
Port Orchard,"425 Mitchell Ave, ",98512-6292,47.537864,WSAC1986.003.000,"Holden, Barry",Hover,1986,"Aluminum, neon, and steel",10 ft x 21 ft x 10 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with South Kitsap School District,South Kitsap High School,Front lawn by main entrance,"(47.537864, -122.624935)"
Port Townsend,"200 Battery Way, ",98144,48.135434,WSAC2007.003.000,"Bard, Gayle",The Chinese Gardens at Fort Worden,2008,Oil on canvas,86 in x 50 1/2 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Washington State Parks,Fort Worden State Park,"Commons, over the fireplace","(48.135434, -122.767164)"
Poulsbo,"18531 Noll Rd. NE, ",99208,47.73066,WSAC1975.001.000,"Lundemo, Ken",Langskip Norseland Spirit,1976,Weathering steel,228 in x 72 in x 144 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with North Kitsap School District,Poulsbo Elementary School,East Entrance,"(47.730660, -122.617971)"
Pullman,"225 Idaho St., ",99201-1495,46.729478,WSAC2004.051.000,"Rude, Brad",A World Beyond,2000,"Cast bronze, steel, and Locust wood",12 ft x 10 ft x 50 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Washington State University,Washington State University,"Stadium Way, across from the Fine Arts building","(46.729478, -117.159947)"
Pullman,"225 Idaho St., ",99164-3611,46.729818,WSAC2004.053.000,"Buck, John",Red Horse Capture,1991,Cast silicon bronze with patina,209 in x 136 in x 72 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Washington State University,Washington State University,"Smith Center for Undergraduate Education, exterior plaza","(46.729818, -117.161932)"
Pullman,"225 Idaho St., ",99164-3611,46.7303816135965,WSAC2004.059.000,"Dine, Jim",The Technicolor Heart (The Big One),2004,Silicon bronze with oil enamel,12 ft x 11.4 ft x 3 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Washington State University,Washington State University,"Stadium & Grimes intersection, northwest corner","(46.7303816135965, -117.1595710932541)"
Pullman,"225 Idaho St., ",99164-3611,46.731701,WSAC2001.053.00A-F,"Maki, Robert",Palouse Columns,2003,Painted (enamel) steel,24 ft x 10 ft x 7 1/2 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Washington State University,Washington State University,"Thompson Hall, northwest of building","(46.731701, -117.166922)"
Puyallup,"101 15th St. SW, ",98371,47.193335,WSAC2009.021.004,"Wehrle, John",As Time Floats By,2010,Acrylic on polyester,8 ft x 6 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Puyallup School District,Aylen Junior High,Main entrance - hallway (back to back with Panel #3),"(47.193335, -122.31299)"
Puyallup,"101 15th St. SW, ",98371,47.193335,WSAC2009.021.005,"Wehrle, John",As Time Floats By,2010,Acrylic on polyester,6 ft x 8 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Puyallup School District,Aylen Junior High,Main entrance - hallway,"(47.193335, -122.31299)"
Puyallup,"101 15th St. SW, ",98371,47.193335,WSAC2009.021.001,"Wehrle, John",As Time Floats By,2010,Acrylic on polyester,8 ft x 6 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Puyallup School District,Aylen Junior High,Main entrance - hallway (back to back with panel #2),"(47.193335, -122.31299)"
Puyallup,"101 15th St. SW, ",98371,47.193335,WSAC2009.021.002,"Wehrle, John",As Time Floats By,2010,Acrylic on polyester,8 ft x 6 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Puyallup School District,Aylen Junior High,Main entrance - hallway (back to back with Panel #1),"(47.193335, -122.31299)"
Puyallup,"101 15th St. SW, ",98117,47.193335,WSAC2009.021.003,"Wehrle, John",As Time Floats By,2010,Acrylic on polyester,8 ft x 6 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Puyallup School District,Aylen Junior High,Main entrance - hallway (back to back with Panel #4),"(47.193335, -122.31299)"
Puyallup,"105 - 7TH ST SW, ",98271,47.191066,WSAC2010.021.A01-C30,"Video, Frank",Journey,2012,Aluminum and laser-etched glass,6 ft x 70 ft x 1 5/16 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Puyallup School Distict,Puyallup High School,2nd floor hallway,"(47.191066, -122.302272)"
Puyallup,"12405 184th Street E, ",98053,47.08871,WSAC2003.075.001-003,"Jensen, Steve",Jaguar Carvings,2004,"Carved cedar, marine bronze, concrete, and ceramic tile","8 ft x 2 ft x 2 ft (each, 3 totems); 2 ft x 2 ft x 2 ft (each, 16 benches)",This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Puyallup School District,Emerald Ridge High School,Left of main entrance on grassy knoll,"(47.08871, -122.262686)"
Puyallup,"12807 18th St. East, ",98252,47.087836,WSAC2009.020.001,"Pridgeon, James",Avalanche Lilies,2011,Stainless steel,18 ft x 35 ft x 25 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Puyallup School District,Glacier View Junior High,Outside school commons,"(47.087836, -122.259054)"
Puyallup,"1601 39th Ave SE, ",98375,47.15628170171631,WSAC2005.006.00A-B,"Beaumont, Linda",After Image,2007,Photo laminate glass with steel frame,17 ft x 4 ft x 8 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Pierce College,Pierce College - Puyallup,College Center Building,"(47.15628170171631, -122.27225601534423)"
Puyallup,"1601 39th Ave SE, ",98374-2222,47.158472,WSAC2007.027.00A-H,"Rolstad, Koryn",Reflections in Motion,2010,"Metal, acrylic, and stainless steel cable",6 ft x 80 ft x 15 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Pierce College,Pierce College - Puyallup,Communications & Allied Health Building - main entry corridor adjacent to skylight,"(47.158472, -122.273369)"
Puyallup,"16117 Canyon Road East, ",98327,47.109535,WSAC2013.003.00A-E,"Reiquam, Peter",Hit or Miss,2015,Powder coated aluminum and stainless steel,,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Bethel School District,Pierce County Skills Center,Outisde entry at SW corner of Olympia Bldg,"(47.109535, -122.355831)"
Puyallup,"16528 127th Ct. E., ",99362-3598,47.106286,WSAC2007.029.000,"Wehrle, John",Learning Edge,2008,Acrylic on birch plywood and non-woven media,20 ft x 68 ft x 1/4 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Puyallup School District,Edgerton Elementary,Main entry foyer - Interior corridor wall,"(47.106286, -122.260015)"
Puyallup,"17418 74th Ave East, ",98250,47.099668,WSAC2011.004.000,"Ichikawa, Etsuko",Spectrum of Light,2012,Cast resin and stainless steel,7 ft x 15 ft  x 4 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Bethel School District,Frederickson Elementary School,main back entrance,"(47.099668, -122.331997)"
Puyallup,"8615 184th St. E., ",98668-8910,47.090039,WSAC2007.031.000,"Wu, Hai-Ying",Salmon Gate,2008,Stainless steel,15 ft  x 15 ft  x 4.8 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Puyallup School District,Carson Elementary School,outdoor archway over sidewalk to the main entrance,"(47.090039, -122.31153)"
Redmond,"17272 NE 104TH, ",98504-2675,47.694789,WSAC2003.057.00A-E,"Samuelson, Frank",A Day in the Life,2003,Acrylic on linen,72 in x 240 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Lake Washington School District,Redmond High School,Library,"(47.694789, -122.106648)"
Redmond,"400 228th NE, ",98802-4498,47.613517,WSAC1995.475.00A-C,"Elliott, Richard C.",The Rainbow Bridge,1996,Reflectors on acrylic sheets,192 in x 72 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Lake Washington School District,Eastlake High School,2nd Floor Bridge,"(47.613517, -122.031485)"
Redmond,"7300 208th Ave NE, ",98668-8910,47.669864,WSAC1995.062.000,"Garvey, Dick",Wood/Stone,1987,Silver dye bleach print,18 in x 22 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Lake Washington School District,Emily Dickinson Elementary,Pod C,"(47.669864, -122.060053)"
Renton,"3000 NE 4th St., ",98056-4195,47.489324,WSAC1979.108.000,"Scheideman, Jerry",Warm Rain,1978,Enamel on steel,46 in x 46 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Sumner School District,Renton Technical College,"Building C, 1st floor corridor","(47.489324, -122.178214)"
Renton,"3000 NE 4th St., ",98056-4195,47.489353,WSAC2003.021.000,"West, Bruce",You are Good to Go,2004,Stainless steel and bronze,5 ft x 24 ft x 7 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Renton Technical College,Renton Technical College,Bulding C - outside courtyard,"(47.489353, -122.177991)"
Renton,"3000 NE 4th St., ",98504-2675,,WSAC1983.038.002,"Woolston, William",Combine Repair,1976,Gelatin silver print on paper,16 in x 20 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Department of Corrections and Renton Technical College,Renton Technical College,"Building I, Room 202, board room",
Retsil,"1141 Beach Dr, ",98801,47.544722,WSAC2004.058.000,"Mandel, Mike",Washington Veterans Home,2006,Porcelain and glass mosaic tile,13 ft x 38 ft x 1/4 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Department of Veterans Affairs,Washington Veterans Home,Retaining wall along driveway,"(47.544722, -122.614863)"
Richland,"2710 University Drive, ",98686,46.32998,WSAC2008.015.00A-O,"Hoge, John",Half Sphere and Vessel Grouping,2008,Glacial red and black granite,"18 in high to 6 ft high (each, 15 parts)",This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Washington State University,Washington State University - Tri Cities,"Main campus lawn, east side","(46.32998, -119.263236)"
Richland,"615 Snow Avenue, ",98146,46.248438,WSAC2008.005.00A-R,"Edwards, Garth",Paradise,2009,Aluminum plate,20 ft x 55 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Richland School District,White Bluffs Elementary,above main office entrance - alongside the main stairwell extending to the 2nd floor exterior library wall,"(46.248438, -119.328511)"
Richland,"615 Snow Avenue, ",98597,46.278154,WSAC2006.038.000,"Bienvenu, Micajah",Flexibility,2007,Stainless steel,13.3 ft  x 13.5 ft x 4.6 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Richland School District,Richland High School,"Plaza C, adjacent to outdoor commons","(46.278154, -119.287559)"
Richland,"615 Snow Avenue, ",99352,46.295098,WSAC2008.003.001,"Robalino, Mauricio",Big World,2009,"Powder coated steel, aluminum, glass mosaic on ceramic orbs, and cement board",12 ft x 10 ft x 8 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Richland School District,Jason Lee Elementary School,Front lawn,"(46.295098, -119.294958)"
Richland,"615 Snow Avenue, ",98403-1035,46.295222,WSAC2008.003.002,"Robalino, Mauricio",Dragonfly on Leaf,2009,Glass mosaic on cement board,60 in x 36 in x 2 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Richland School District,Jason Lee Elementary School,Interior wall by entrance to playground,"(46.295222, -119.294089)"
Richland,"615 Snow Avenue, ",98275,46.325621,WSAC2006.011.00A-D,"Nakamura, Stuart",The Textures of Memory,2007,"Wood, aluminum, steel, and mixed media","40 in x 60 in x 14 in (each, 4 parts)",This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Richland School District,Hanford High School,Commons,"(46.325621, -119.267653)"
SeaTac,", ",98388-,47.45326,WSAC2011.019.000,"Blomberg, Cecilia",McMicken Heights Tapestry,2012,Hand-woven wool tapestry,5 ft x 8 ft x 1 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Highline School District,McMicken Heights Elementary,Main entry - slant wall,"(47.45326, -122.285423)"
